src_ip,src_port,dst_ip,host,url,user_agent,response_size,status_code,attack,anomaly
2,41036,6,13,33,84,168,404,1,1
2,49734,10,3,876,84,1137,403,1,1
2,43392,11,4,661,84,1236,403,1,1
2,34084,9,2,460,38,301,400,1,1
2,49514,21,14,242,84,1222,403,1,1
1,55330,8,1,832,16,3602,200,1,-1
2,48150,9,2,429,57,301,400,1,1
3,35244,7,14,229,84,1124,403,1,1
2,41480,11,4,622,84,0,403,1,1
3,37712,11,4,803,7,0,302,1,1
2,55746,6,13,352,84,168,404,1,1
3,59178,6,13,588,48,168,404,1,1
2,33274,6,13,65,84,168,404,1,1
3,46256,11,4,632,84,2916,403,1,1
3,45366,11,4,767,27,980,400,1,1
3,51578,11,4,820,59,980,400,1,1
3,37568,9,2,528,38,346,404,1,1
2,48620,9,2,58,84,0,403,1,1
3,40412,10,3,948,84,1057,403,1,1
3,51808,10,3,851,84,1215,403,1,1
2,48454,9,2,336,84,1817,403,1,1
3,58598,6,13,597,43,168,404,1,1
2,45446,11,4,759,12,980,400,1,1
2,35036,6,13,327,84,168,404,1,1
2,49842,10,3,840,84,1275,403,1,1
2,44836,7,14,290,84,1932,403,1,1
2,40448,11,4,791,9,980,400,1,1
2,41300,21,14,418,67,0,400,1,1
3,51634,7,14,184,84,1196,403,1,1
3,52512,6,4,803,84,168,404,1,1
2,56714,11,4,797,26,980,400,1,1
2,49596,10,3,941,84,2092,403,1,1
2,50224,10,3,950,84,1095,403,1,1
3,53378,11,4,803,23,0,302,1,1
3,34788,10,3,951,42,310,404,1,1
3,47518,9,2,564,56,295,404,1,1
2,45588,6,13,225,84,168,404,1,1
3,40044,11,4,803,66,0,302,1,1
2,48806,9,2,243,84,1400,403,1,1
3,34956,11,4,691,84,1011,403,1,1
2,45234,6,13,479,79,172,400,1,1
3,44072,9,2,457,22,0,403,1,1
3,39492,10,3,957,71,306,404,1,1
2,35276,11,4,685,84,1110,403,1,1
2,59636,11,4,652,84,891,403,1,1
3,40346,9,2,437,46,301,400,1,1
3,60748,9,2,388,38,301,400,1,1
2,37832,7,14,230,84,1223,403,1,1
2,44318,7,14,494,19,0,400,1,1
2,39582,11,4,755,61,980,400,1,1
3,39796,9,2,426,33,301,400,1,1
3,55562,9,2,558,22,301,400,1,1
3,39620,9,2,376,46,301,400,1,1
2,38468,10,3,861,84,919,403,1,1
3,57882,9,2,413,75,301,400,1,1
2,45200,7,14,151,84,788,403,1,1
2,44272,6,13,171,84,168,404,1,1
2,42634,9,2,276,84,1221,403,1,1
3,43744,7,14,582,63,0,400,1,1
2,44136,6,13,231,84,168,404,1,1
2,52410,6,13,246,84,168,404,1,1
3,57280,10,3,980,42,308,404,1,1
2,48324,7,14,42,84,837,403,1,1
3,59800,6,13,475,43,168,404,1,1
3,46394,9,2,584,2,301,400,1,1
2,41114,6,13,7,80,168,404,1,1
3,42162,11,4,704,84,1291,403,1,1
2,48594,11,4,735,84,1534,403,1,1
2,45294,11,4,762,12,980,400,1,1
2,33596,9,2,161,84,1146,403,1,1
3,48112,6,13,394,71,570,404,1,1
2,44598,6,13,241,84,168,404,1,1
2,40518,11,4,778,9,980,400,1,1
2,43676,11,4,748,40,980,400,1,1
2,53912,9,2,357,84,0,403,1,1
2,53284,6,13,23,84,168,404,1,1
3,57494,11,4,773,17,980,400,1,1
2,59980,6,13,518,30,168,404,1,1
3,45472,11,4,813,68,980,400,1,1
2,43950,10,3,992,76,400,404,1,1
2,60732,10,3,931,84,0,403,1,1
3,53626,6,13,507,71,570,404,1,1
3,59758,10,3,962,35,0,403,1,1
2,58462,10,3,863,84,2619,403,1,1
2,58682,9,2,245,84,1152,403,1,1
3,47384,10,3,1016,74,352,404,1,1
2,35810,9,2,407,9,301,400,1,1
2,45358,7,14,360,47,0,400,1,1
3,40324,11,4,628,84,1005,403,1,1
2,45424,11,4,795,12,980,400,1,1
3,52088,11,4,692,84,1011,403,1,1
2,53388,10,3,871,84,832,403,1,1
2,41172,11,4,690,84,912,403,1,1
3,58898,6,13,375,65,168,404,1,1
3,52750,11,4,718,84,1048,403,1,1
3,36200,9,2,513,1,301,400,1,1
2,40892,11,4,634,84,1149,403,1,1
3,41634,9,2,287,84,993,403,1,1
2,56490,6,13,466,28,570,404,1,1
3,57148,9,2,428,28,301,400,1,1
3,40804,21,14,195,84,1211,403,1,1
3,53240,9,2,6,45,324,404,1,1
2,48580,9,2,148,84,773,403,1,1
2,42390,7,14,163,84,0,403,1,1
2,55382,9,2,286,84,993,403,1,1
2,33632,6,13,14,84,168,404,1,1
3,40752,21,14,186,84,1193,403,1,1
2,39238,10,3,928,84,1533,403,1,1
2,49156,10,3,854,84,1001,403,1,1
2,58728,6,13,371,30,172,400,1,1
3,44992,7,14,435,63,0,400,1,1
3,40012,10,3,900,84,1095,403,1,1
3,36628,6,13,440,69,168,404,1,1
3,46178,11,4,737,84,1148,403,1,1
2,57622,10,3,1015,41,352,404,1,1
3,41964,9,4,803,84,1273,403,1,1
3,60794,7,14,408,7,0,400,1,1
3,51540,11,4,626,84,0,403,1,1
2,38832,10,3,859,84,960,403,1,1
3,55624,9,2,489,28,301,400,1,1
2,38818,7,14,449,81,0,400,1,1
3,55934,6,13,156,84,168,404,1,1
2,50562,11,4,712,84,1051,403,1,1
2,44348,11,4,796,40,980,400,1,1
3,39980,21,14,335,84,1738,403,1,1
2,43402,11,4,793,80,980,400,1,1
3,47092,6,13,15,84,168,404,1,1
3,45610,10,3,959,50,305,404,1,1
2,33640,10,3,850,84,1215,403,1,1
2,33224,11,4,803,84,1176,403,1,1
3,36350,9,2,138,84,1248,403,1,1
2,42902,10,3,860,84,906,403,1,1
2,41738,11,4,714,84,1201,403,1,1
3,50434,11,4,665,84,1369,403,1,1
3,39902,11,4,803,66,0,302,1,1
2,55896,9,2,86,84,705,403,1,1
2,56470,7,14,168,84,766,403,1,1
2,52508,21,14,580,81,0,400,1,1
3,36984,11,4,658,84,1018,403,1,1
2,48148,7,14,315,84,1104,403,1,1
3,43432,9,2,100,84,858,403,1,1
2,52416,6,13,258,84,168,404,1,1
2,39318,9,2,330,84,1089,403,1,1
3,40504,10,3,968,24,306,404,1,1
3,43562,9,2,397,60,301,400,1,1
2,59024,10,3,888,84,888,403,1,1
3,44944,11,4,818,68,980,400,1,1
3,56564,11,4,803,4,0,302,1,1
3,37122,11,4,803,7,0,302,1,1
2,59920,11,4,654,84,1347,403,1,1
2,58610,10,3,969,21,306,404,1,1
3,40668,6,13,442,52,168,404,1,1
2,36640,9,2,472,9,301,400,1,1
3,39704,9,2,379,33,323,404,1,1
2,40134,9,2,193,84,1119,403,1,1
3,36154,9,2,208,84,873,403,1,1
2,43936,10,3,977,76,303,404,1,1
2,52206,6,13,333,84,168,404,1,1
3,42438,6,13,463,3,168,404,1,1
2,44084,6,13,451,79,168,404,1,1
2,35200,10,3,910,84,764,403,1,1
3,51760,21,14,166,84,957,403,1,1
2,60120,9,2,153,84,1637,403,1,1
3,51940,9,2,311,84,1202,403,1,1
3,34728,10,3,1013,42,432,404,1,1
2,57490,10,3,855,84,728,403,1,1
2,59342,9,2,248,84,1311,403,1,1
3,39072,11,4,819,52,980,400,1,1
2,41848,11,4,686,84,1213,403,1,1
3,48532,6,13,504,70,168,404,1,1
2,58472,9,2,185,84,1173,403,1,1
2,52446,6,13,348,84,168,404,1,1
3,47508,9,2,544,56,301,400,1,1
2,50442,11,4,738,84,1612,403,1,1
2,52448,11,4,625,84,1109,403,1,1
3,37836,11,4,745,51,980,400,1,1
2,49144,9,2,261,84,797,403,1,1
2,55548,21,14,505,81,0,400,1,1
2,41202,21,14,563,48,218,404,1,1
2,57566,6,13,374,30,168,404,1,1
3,40378,9,2,530,33,377,404,1,1
2,59580,9,2,57,84,1110,403,1,1
2,43620,11,4,769,24,980,400,1,1
3,59128,6,13,433,48,168,404,1,1
2,33382,21,14,180,84,1088,403,1,1
3,54444,6,13,380,81,168,404,1,1
2,53386,6,13,62,84,168,404,1,1
3,59424,9,2,220,84,969,403,1,1
2,34860,21,14,121,84,726,403,1,1
3,47020,10,3,987,74,306,404,1,1
3,35604,9,2,285,84,993,403,1,1
3,53828,9,2,539,45,290,404,1,1
2,57678,11,4,747,24,980,400,1,1
2,50128,11,4,657,84,1446,403,1,1
3,52208,10,3,922,84,1242,403,1,1
3,41766,7,14,484,29,300,404,1,1
3,36896,6,13,372,69,172,400,1,1
3,47396,6,13,291,84,168,404,1,1
3,44974,10,3,999,0,305,404,1,1
2,47920,10,3,920,84,1145,403,1,1
3,43696,6,13,351,84,168,404,1,1
1,54493,8,1,832,16,3602,200,1,-1
2,52832,6,13,105,84,168,404,1,1
2,36218,7,14,277,84,953,403,1,1
3,34638,10,3,1021,2,303,404,1,1
3,33916,11,4,633,84,2916,403,1,1
3,52438,9,2,525,52,301,400,1,1
2,37708,7,14,284,84,914,403,1,1
3,58570,9,2,130,84,1173,403,1,1
3,49980,11,4,803,19,0,302,1,1
2,44926,11,4,643,84,1067,403,1,1
2,44710,6,13,162,84,168,404,1,1
2,55598,6,13,19,84,168,404,1,1
2,39936,9,2,264,84,851,403,1,1
3,39404,10,3,918,84,849,403,1,1
3,50990,6,13,167,84,168,404,1,1
3,41028,21,14,37,84,855,403,1,1
2,44918,6,13,177,84,168,404,1,1
3,51058,11,4,811,59,980,400,1,1
2,57914,6,13,215,84,168,404,1,1
2,57232,7,14,419,48,0,400,1,1
3,39226,10,3,845,84,670,403,1,1
2,57408,21,14,1,47,0,400,1,-1
3,47234,7,14,431,28,0,400,1,1
2,42646,11,4,697,84,1164,403,1,1
3,36560,6,13,581,69,168,404,1,1
2,43484,11,4,804,62,0,302,1,1
3,46392,10,3,912,84,1329,403,1,1
2,46646,6,13,296,84,168,404,1,1
3,34272,9,2,425,34,357,404,1,1
2,52972,11,4,724,84,1579,403,1,1
3,34890,10,3,1017,42,319,404,1,1
3,51608,10,3,865,84,735,403,1,1
3,39612,10,3,946,84,1029,403,1,1
3,35442,9,2,531,1,301,400,1,1
3,42832,6,13,422,3,168,404,1,1
2,57922,21,14,279,84,953,403,1,1
3,46666,9,2,552,2,301,400,1,1
2,43418,10,3,924,84,1014,403,1,1
3,32802,7,14,414,8,0,403,1,1
3,50138,11,4,803,19,0,302,1,1
2,42076,11,4,613,84,1004,403,1,1
3,50312,6,13,97,84,168,404,1,1
2,35352,11,4,727,84,1357,403,1,1
2,45260,6,13,512,64,168,404,1,1
2,41340,9,2,329,84,1089,403,1,1
2,47398,21,14,234,84,865,403,1,1
3,47268,10,3,996,74,308,404,1,1
2,56826,6,13,452,30,168,404,1,1
3,34070,11,4,609,84,0,302,1,1
2,40708,6,13,361,80,168,404,1,1
3,47924,6,13,83,84,168,404,1,1
2,37844,10,3,939,84,1059,403,1,1
2,57502,9,2,71,84,950,403,1,1
3,60258,11,4,752,76,0,403,1,1
2,40414,9,2,192,84,1440,403,1,1
3,52258,11,4,680,84,1088,403,1,1
2,45186,7,14,26,84,757,403,1,1
3,45918,9,2,527,23,301,400,1,1
2,33468,10,3,894,84,1197,403,1,1
3,58572,6,4,803,84,168,404,1,1
3,50450,21,14,378,68,0,400,1,1
3,47698,10,3,838,84,818,403,1,1
3,33158,6,13,553,6,168,404,1,1
2,52830,6,13,237,84,168,404,1,1
2,36212,6,13,101,84,168,404,1,1
2,49348,9,2,446,37,301,400,1,1
2,49798,9,2,594,37,301,400,1,1
3,46252,11,4,784,70,980,400,1,1
2,39206,21,14,325,84,980,403,1,1
3,37010,6,13,543,69,168,404,1,1
3,49958,11,4,687,84,0,403,1,1
2,59046,10,3,842,84,1151,403,1,1
2,44426,11,4,650,84,966,403,1,1
3,51560,11,4,806,59,980,400,1,1
3,35570,9,2,118,84,1053,403,1,1
2,49744,9,2,551,37,301,400,1,1
3,40908,11,4,609,60,0,302,1,1
2,43640,11,4,642,84,1054,403,1,1
3,39828,9,2,542,46,391,404,1,1
2,58540,10,3,869,84,818,403,1,1
2,60382,11,4,693,84,1476,403,1,1
2,53300,6,13,589,85,168,404,1,1
3,58646,6,13,498,48,0,403,1,1
2,54476,6,13,222,84,168,404,1,1
3,45138,6,13,444,31,570,404,1,1
3,60260,7,14,575,12,0,403,1,1
3,34134,11,4,736,84,1183,403,1,1
3,46066,11,4,695,84,1470,403,1,1
3,56052,6,13,55,84,0,403,1,1
3,59288,21,14,369,67,0,400,1,1
3,54554,9,2,477,45,301,400,1,1
3,59334,6,13,381,8,168,404,1,1
3,39696,10,3,1010,24,308,404,1,1
2,41636,11,4,681,84,1693,403,1,1
3,41318,21,14,129,84,1288,403,1,1
2,57450,21,14,35,84,756,403,1,1
3,45860,10,3,1002,53,305,404,1,1
2,54994,21,14,109,84,843,403,1,1
3,40050,7,14,275,84,1043,403,1,1
3,44110,9,2,228,84,1103,403,1,1
3,34352,10,3,954,42,369,404,1,1
3,49810,11,4,803,19,0,302,1,1
3,47366,10,3,997,74,308,404,1,1
2,40104,11,4,614,84,782,403,1,1
3,33790,10,3,958,2,305,404,1,1
3,52326,10,3,906,84,1124,403,1,1
3,51860,11,4,715,84,1217,403,1,1
2,35316,11,4,635,84,876,403,1,1
3,42024,7,14,80,84,679,403,1,1
3,45500,11,4,800,27,980,400,1,1
2,58622,9,2,386,25,301,400,1,1
3,43190,6,13,536,52,168,404,1,1
2,44768,11,4,788,40,980,400,1,1
1,54655,8,1,832,16,3602,200,1,-1
2,60066,11,4,655,84,1211,403,1,1
2,59232,9,2,320,84,1105,403,1,1
2,48368,9,2,25,84,836,403,1,1
3,56584,9,2,561,68,301,400,1,1
3,58318,9,2,490,75,0,403,1,1
2,59370,11,4,666,84,1315,403,1,1
2,37954,6,13,112,84,168,404,1,1
3,47862,9,2,136,84,1226,403,1,1
2,35708,9,2,420,27,301,400,1,1
2,33946,10,3,955,36,309,404,1,1
3,40818,9,2,586,33,324,404,1,1
2,51074,9,2,181,84,1167,403,1,1
3,47844,21,14,448,54,0,400,1,1
2,41040,21,14,183,84,1196,403,1,1
3,38944,7,14,491,77,0,400,1,1
3,58562,9,2,599,75,301,400,1,1
3,35234,7,14,247,84,1154,403,1,1
2,40882,11,4,721,84,1360,403,1,1
2,58982,10,3,878,84,817,403,1,1
3,45548,9,2,540,38,0,403,1,1
3,43288,11,4,803,35,0,302,1,1
2,41832,11,4,719,84,1601,403,1,1
3,55384,6,13,432,41,0,403,1,1
2,54188,7,14,190,84,1262,403,1,1
2,33472,6,13,160,84,168,404,1,1
3,50786,11,4,803,19,0,302,1,1
3,53750,6,13,555,81,168,404,1,1
3,36350,10,3,844,84,933,403,1,1
2,56906,6,13,506,28,570,404,1,1
3,46298,21,14,178,84,1310,403,1,1
3,39092,21,14,75,84,819,403,1,1
2,51400,9,2,435,29,301,400,1,1
3,45928,10,3,990,53,306,404,1,1
3,33958,10,3,994,2,310,404,1,1
2,57762,10,3,995,41,306,404,1,1
2,38262,7,14,391,81,0,400,1,1
3,51656,11,4,781,32,980,400,1,1
2,44982,7,14,334,84,1992,403,1,1
2,56146,10,3,919,84,1145,403,1,1
3,53742,9,2,550,45,0,403,1,1
3,35656,9,2,459,1,301,400,1,1
3,51270,9,2,262,84,964,403,1,1
3,51842,10,3,843,84,2026,403,1,1
3,52712,7,14,556,0,0,400,1,1
3,46778,10,3,965,74,305,404,1,1
2,45500,7,14,267,84,745,403,1,1
2,41948,9,2,189,84,1275,403,1,1
2,52934,6,13,297,84,168,404,1,1
2,33322,9,2,250,84,1209,403,1,1
2,48882,9,2,224,84,0,403,1,1
3,54126,11,4,815,49,980,400,1,1
2,54568,11,4,742,29,980,400,1,1
3,46274,11,4,722,84,1174,403,1,1
2,54486,10,3,935,84,1026,403,1,1
3,46038,10,3,852,84,328,414,1,1
2,39976,10,3,868,84,788,403,1,1
3,37400,10,3,909,84,1251,403,1,1
3,34108,11,4,660,84,1221,403,1,1
2,41706,11,4,702,84,1230,403,1,1
2,49948,11,4,662,84,0,403,1,1
2,48478,10,3,891,84,866,403,1,1
2,39156,9,2,93,84,823,403,1,1
3,41514,9,4,803,84,813,403,1,1
2,39464,10,3,916,84,806,403,1,1
2,47768,10,3,942,84,2092,403,1,1
3,40432,11,4,803,66,0,302,1,1
3,57232,6,13,110,84,168,404,1,1
2,43512,11,4,766,80,980,400,1,1
3,37848,11,4,808,50,980,400,1,1
2,39512,10,3,936,84,1179,403,1,1
3,54046,7,14,532,11,0,400,1,1
2,49192,11,4,729,84,1207,403,1,1
3,34874,10,3,1009,2,308,404,1,1
2,42514,9,2,319,84,924,403,1,1
3,55826,21,14,122,84,726,403,1,1
3,50382,11,4,803,19,0,302,1,1
3,48434,6,13,46,84,168,404,1,1
2,49020,11,4,619,84,1292,403,1,1
3,44028,11,4,803,35,0,302,1,1
2,48656,10,3,926,84,1934,403,1,1
3,36470,9,2,560,1,301,400,1,1
2,50848,6,13,412,85,168,404,1,1
2,44322,21,14,206,84,1094,403,1,1
3,40044,9,2,557,38,301,400,1,1
2,55966,7,14,218,84,862,403,1,1
3,50236,10,3,998,29,312,404,1,1
3,43996,21,14,108,84,828,403,1,1
3,47158,21,14,478,29,0,400,1,1
3,34066,11,4,799,17,980,400,1,1
3,50126,11,4,803,19,0,302,1,1
2,37958,6,13,288,84,168,404,1,1
2,40858,10,3,890,84,2264,403,1,1
3,58632,9,2,454,56,301,400,1,1
3,34890,11,4,751,2,980,400,1,1
3,33220,6,13,521,70,0,403,1,1
2,54236,9,2,175,84,1290,403,1,1
3,45798,10,3,945,84,1386,403,1,1
2,46952,6,13,278,84,168,404,1,1
2,54206,11,4,683,84,1248,403,1,1
2,40260,11,4,611,9,980,400,1,1
3,46830,7,14,341,84,949,403,1,1
2,57150,9,2,314,84,1333,403,1,1
0,34263,2,8,602,15,471,200,0,1
1,50058,8,1,831,5,1806,200,0,-1
1,50058,8,1,831,16,1806,200,0,-1
1,50060,8,1,832,16,3602,200,0,-1
1,50061,8,1,831,5,1806,200,0,-1
1,50062,8,1,832,16,3602,200,0,-1
1,50061,8,1,831,16,0,206,0,-1
1,50118,5,11,825,15,502,200,0,1
1,50120,13,0,605,15,2,206,0,1
4,50121,18,0,605,15,2,206,0,1
1,50120,13,0,605,15,195243,206,0,-1
4,50122,17,6,605,15,2,206,0,1
4,50123,16,6,605,15,2,206,0,1
4,50122,17,6,605,15,0,206,0,1
4,50123,16,6,605,15,1048576,206,0,-1
4,50123,16,6,605,15,0,206,0,1
4,50131,19,8,605,15,2,206,0,1
4,50128,19,8,601,15,2,206,0,1
1,50129,1,8,601,15,2,206,0,1
1,50130,0,8,605,15,2,206,0,1
1,50129,1,8,601,15,0,206,0,1
1,50130,0,8,605,15,728216,206,0,1
1,50130,0,8,605,15,0,206,0,1
4,50131,19,8,605,15,1048576,206,0,-1
4,50121,18,0,605,15,0,206,0,1
4,50131,19,8,605,15,0,206,0,1
4,50131,19,8,605,15,0,206,0,1
4,50128,19,8,601,15,0,206,0,1
4,50142,17,6,606,15,2,206,0,1
4,50143,16,6,606,15,2,206,0,1
4,50142,17,6,606,15,695100,206,0,-1
1,50145,1,8,606,15,2,206,0,1
1,50146,0,8,606,15,2,206,0,1
1,50150,0,6,602,15,2,206,0,1
1,50151,1,6,602,15,2,206,0,1
4,50152,19,8,602,15,2,206,0,1
1,50153,1,8,602,15,2,206,0,1
4,50152,19,8,602,15,1048576,206,0,1
4,50157,19,7,603,15,2,206,0,1
1,50158,3,7,603,15,2,206,0,1
1,50141,5,11,826,15,0,206,0,1
1,50145,1,8,606,15,1048576,206,0,1
4,50143,16,6,606,15,0,206,0,1
1,50149,5,11,823,15,0,206,0,1
1,50150,0,6,602,15,1039,206,0,1
1,50151,1,6,602,15,0,206,0,1
1,50156,4,11,824,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
4,50157,19,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
